what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337027197463
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337027197479
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027199288
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027205654
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1337027205779
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337027208822
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1337027289755
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027291486
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027294013
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027294279
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027308443
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1337027308570
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337027311581
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1337027313890
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027319007
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027320769
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1337027320912
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337027321707
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1337027340802
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337027343657
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027402749
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027410097
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1337027410239
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337027412189
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027545413
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027550452
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027564055
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027566161
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1337027566303
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337027569798
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027572122
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027581560
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027583651
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027590889
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1337027591031
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337027600750
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027602825
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027618035
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027619361
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027632637
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027633744
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027655787
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027656910
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027663150
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1337027663293
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337027665399
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027693447
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027703712
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1337027703855
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337027705493
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027795754
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027813289
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1337027813431
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337027815443
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027910151
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027912429
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1337027912571
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337027913554
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337027937547
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027940136
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337027942071
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1337027942213
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337027943055
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337027948063
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337028024534
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337028032927
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1337028033069
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337028034895
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337028102910
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337028103970
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337028103970
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1337028104953
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337028104953
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337028105905
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337028107075
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337028107106
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1337028107465
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1337028107465
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1337028107496
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1337028107527
